Temperature (°C),Pressure (bar),CO2 Concentration (%),Flow Rate (m³/h),Sorbent Type,Surface Area (m²/g),Pore Size (nm),Stability (1-10),pH Level,CO2 Outlet Concentration (%),Energy Consumption (MJ/kg CO2),Cycle Time (min),Capture Efficiency (%),Regeneration Temp (°C),Solvent Concentration (%),Reactor Volume (m³),Residence Time (s),Reboiler Duty (kW),Column Height (m),CO2 Emitted (kg/hr),Energy Used Efficiently (MJ)
110.61,5.22,10.1,1209.34,MOF-5,3500.0,0.8,9,6.47,1.18,2.75,32.4,96.62,81.27,36.97,3.24,39.11,1348.42,28.94,211.43,423.36
84.07,2.81,6.31,1197.21,Zeolite 13X,600.0,1.0,8,5.79,1.16,4.06,8.1,83.12,92.03,25.73,0.87,191.33,3018.28,32.43,120.85,244.5
64.93,2.29,5.01,955.03,MOF-5,3500.0,0.8,9,6.48,2.95,3.11,17.45,64.0,124.03,22.44,8.52,123.98,3889.25,12.5,38.56,195.9
68.78,5.01,6.78,1126.07,Zeolite 13X,600.0,1.0,8,7.85,1.9,3.52,21.02,85.06,89.45,14.74,7.0,111.11,2576.42,35.74,107.71,271.34
109.76,8.05,19.59,489.31,MOF-5,3500.0,0.8,9,7.72,4.63,4.83,20.67,97.4,141.98,39.87,6.77,268.02,3520.78,25.6,143.47,98.47
94.06,6.29,8.64,1713.94,MOF-5,3500.0,0.8,9,5.3,2.47,3.02,15.34,67.04,147.59,14.84,2.26,217.94,3553.03,31.08,207.27,379.22
67.97,8.48,6.08,1195.76,Amine-Grafted Silica,900.0,1.1,8,6.62,4.8,3.12,7.31,98.15,102.22,18.77,2.31,161.0,1844.15,43.18,30.0,374.96
97.48,8.54,16.31,1218.45,Amine-Grafted Silica,900.0,1.1,8,8.62,2.82,5.91,45.99,89.06,99.46,23.95,6.28,44.02,833.52,13.63,322.16,183.3
90.87,1.42,18.97,733.06,Activated Carbon,1200.0,1.5,6,8.91,1.29,5.04,19.48,83.43,112.27,35.54,3.49,269.6,4596.41,33.82,254.03,121.11
95.95,7.34,9.98,860.76,Activated Carbon,1200.0,1.5,6,5.82,0.61,5.19,52.92,91.15,132.83,37.79,2.1,238.63,1314.81,37.47,158.08,150.88
34.98,1.64,13.91,1609.16,Amine-Grafted Silica,900.0,1.1,8,5.65,2.54,3.9,7.15,73.28,88.8,13.56,0.96,32.34,3910.03,38.54,358.6,301.58
103.96,2.0,16.99,1044.39,Activated Carbon,1200.0,1.5,6,7.87,3.74,2.24,32.19,79.16,121.87,10.78,8.9,229.89,3331.59,18.7,271.23,367.44
73.73,2.59,11.63,105.5,Zeolite 13X,600.0,1.0,8,5.98,2.77,2.2,35.0,63.87,89.09,20.54,9.47,81.24,2005.32,9.24,18.32,30.49
76.69,2.95,18.08,682.82,Zeolite 13X,600.0,1.0,8,7.94,1.92,2.86,42.4,56.95,143.03,16.79,9.46,134.85,2913.24,31.44,216.27,135.49
81.81,8.96,13.61,387.22,MEA,0.5,1.2,7,8.3,4.07,3.8,42.26,74.97,111.58,14.12,6.58,209.1,2928.88,32.18,72.4,76.19
90.14,8.66,6.85,1736.99,MOF-5,3500.0,0.8,9,8.63,3.95,2.84,23.11,70.52,92.0,11.52,3.87,99.01,4534.31,38.63,98.73,429.8
78.9,3.78,6.05,838.66,MEA,0.5,1.2,7,5.66,4.71,3.9,28.13,86.18,146.35,34.41,8.26,136.5,4897.84,41.43,22.03,184.85
109.3,6.11,16.35,479.3,Amine-Grafted Silica,900.0,1.1,8,6.53,4.22,3.95,20.16,80.62,148.72,25.39,6.17,219.49,690.09,33.97,113.95,97.58
82.51,5.82,14.26,1078.78,MEA,0.5,1.2,7,6.64,3.19,5.02,6.01,97.48,133.77,19.8,5.71,164.13,758.56,37.96,234.07,209.06
107.67,8.3,9.85,717.11,MEA,0.5,1.2,7,6.27,4.57,5.78,9.72,91.29,132.05,24.25,2.91,155.27,3194.46,16.61,74.21,113.07
114.81,9.08,10.78,274.3,MOF-5,3500.0,0.8,9,7.25,2.7,3.42,11.87,57.17,141.04,32.56,7.75,155.74,648.1,31.24,43.44,45.72
48.36,2.35,6.26,518.17,Activated Carbon,1200.0,1.5,6,7.66,4.75,4.18,51.22,84.58,85.72,32.55,7.57,285.34,2949.26,15.57,15.34,104.6
98.3,4.45,11.63,359.52,Activated Carbon,1200.0,1.5,6,6.92,2.08,2.58,13.84,89.83,139.32,35.57,9.13,143.29,2755.31,19.83,67.29,124.69
33.38,6.47,17.03,1375.58,MOF-5,3500.0,0.8,9,7.62,1.43,4.88,18.02,81.42,92.11,19.79,2.16,70.75,4040.7,47.24,420.6,229.04
52.94,2.18,11.93,251.81,Amine-Grafted Silica,900.0,1.1,8,7.46,2.31,5.58,40.81,69.85,99.71,17.74,6.93,191.06,2101.14,47.97,47.48,31.46
67.94,3.26,5.58,1347.86,Zeolite 13X,600.0,1.0,8,5.45,4.67,4.64,13.74,93.57,103.83,38.23,8.07,156.65,1129.42,24.23,24.04,271.22
81.23,1.97,7.53,1366.06,MEA,0.5,1.2,7,8.23,4.96,4.49,14.07,98.01,137.54,35.85,5.52,290.19,4993.62,34.55,68.81,297.53
80.37,4.73,12.65,413.54,MOF-5,3500.0,0.8,9,6.34,4.62,4.95,16.96,73.48,111.83,12.29,9.03,164.35,1630.19,41.08,65.09,61.26
53.82,9.45,8.33,820.02,MOF-5,3500.0,0.8,9,7.04,2.85,2.8,43.96,55.18,98.54,20.07,0.66,169.69,883.03,22.89,88.08,161.03
100.51,1.7,18.89,466.12,Amine-Grafted Silica,900.0,1.1,8,5.8,1.28,3.66,22.41,60.08,90.87,38.18,6.68,289.8,1441.69,14.39,160.88,76.31
105.9,7.04,9.16,469.43,Zeolite 13X,600.0,1.0,8,5.17,3.58,2.89,15.37,85.81,138.14,11.19,9.32,151.8,1352.3,24.63,51.34,138.9
73.86,4.93,9.95,666.08,Activated Carbon,1200.0,1.5,6,7.41,3.7,3.59,36.33,61.26,107.16,23.15,5.02,178.6,1742.09,27.29,81.59,113.34
73.89,4.67,14.81,149.83,MOF-5,3500.0,0.8,9,6.53,2.85,5.24,26.48,91.26,115.96,28.02,1.22,59.63,3708.4,41.85,35.12,26.04
116.86,4.23,9.12,1821.8,Amine-Grafted Silica,900.0,1.1,8,8.08,2.83,5.49,42.95,90.01,120.45,24.95,7.09,240.33,3411.29,21.62,224.6,298.15
65.27,6.53,7.32,1779.54,Zeolite 13X,600.0,1.0,8,6.17,1.3,5.33,8.49,93.47,103.05,26.22,6.94,30.33,2115.5,32.06,209.97,311.49
39.87,8.08,16.61,903.38,Amine-Grafted Silica,900.0,1.1,8,8.15,4.57,5.96,56.48,60.19,119.56,37.07,0.75,75.85,3579.17,45.13,213.18,91.08
93.41,1.9,9.04,360.53,Amine-Grafted Silica,900.0,1.1,8,6.57,4.3,3.43,24.7,73.41,136.12,31.26,6.99,51.79,4739.4,30.43,33.49,76.94
43.27,3.93,10.94,516.5,MOF-5,3500.0,0.8,9,6.49,3.72,5.64,53.12,75.88,107.43,33.43,6.27,257.99,1471.78,43.39,73.09,69.37
100.03,2.34,5.59,1633.55,Amine-Grafted Silica,900.0,1.1,8,5.69,1.98,2.49,12.06,58.97,111.69,29.45,8.46,157.52,2090.04,16.83,115.58,385.32
43.09,1.14,18.28,754.94,MOF-5,3500.0,0.8,9,6.89,1.99,5.62,58.36,68.02,136.55,27.77,9.01,279.0,3927.56,14.58,241.04,91.21
65.61,3.02,19.26,1111.91,MOF-5,3500.0,0.8,9,6.65,0.51,5.51,48.4,72.27,137.81,36.16,0.78,269.88,1467.44,28.13,408.63,145.58
88.13,9.64,16.55,1722.04,Activated Carbon,1200.0,1.5,6,8.47,2.51,3.65,15.76,50.85,149.3,33.5,8.69,239.41,2510.08,49.41,473.88,239.25
118.12,7.63,18.37,587.99,Amine-Grafted Silica,900.0,1.1,8,8.61,0.88,4.31,24.74,63.94,98.1,26.12,3.74,114.01,511.83,23.36,201.57,87.03
89.84,4.76,6.52,1381.87,MEA,0.5,1.2,7,8.22,0.55,4.52,12.7,72.62,147.59,30.57,8.44,189.95,637.25,49.63,161.7,221.53
56.54,5.29,5.31,1325.68,Amine-Grafted Silica,900.0,1.1,8,6.01,4.96,3.58,40.35,95.35,135.24,10.86,5.43,288.6,1793.45,47.94,9.09,352.1
94.04,1.36,5.99,1524.31,MEA,0.5,1.2,7,5.66,3.63,3.78,36.3,88.09,149.61,18.69,3.13,29.67,2528.98,22.07,70.51,354.29
83.02,5.46,5.63,884.19,Zeolite 13X,600.0,1.0,8,6.26,3.93,4.38,19.29,79.53,138.83,35.02,2.49,41.55,1668.81,23.97,29.46,160.18
98.53,5.31,10.83,1266.9,Activated Carbon,1200.0,1.5,6,7.67,1.45,4.65,44.04,77.12,103.52,19.73,8.48,261.17,2322.36,29.3,232.92,209.66
42.22,8.93,15.35,281.69,MOF-5,3500.0,0.8,9,6.7,1.24,4.66,27.68,67.28,100.17,30.55,5.59,89.51,4553.06,44.49,77.9,40.58
63.11,7.97,12.99,1609.24,Activated Carbon,1200.0,1.5,6,8.49,0.71,2.77,36.12,84.56,104.81,23.77,4.7,291.71,969.89,49.55,387.32,489.49
72.57,6.04,15.02,1315.88,MOF-5,3500.0,0.8,9,6.12,1.08,4.7,49.5,73.88,109.24,19.91,7.9,177.45,4402.91,45.18,359.53,206.41
52.41,9.93,12.57,1986.76,Amine-Grafted Silica,900.0,1.1,8,6.55,4.31,4.52,29.08,79.58,82.16,39.3,0.89,277.63,1974.77,20.81,321.65,349.02
38.12,1.07,16.98,999.59,MOF-5,3500.0,0.8,9,5.33,1.23,4.04,43.24,95.76,144.94,14.23,7.18,196.74,536.89,20.61,308.57,236.35
104.86,6.3,9.38,771.22,Zeolite 13X,600.0,1.0,8,5.67,1.7,3.45,41.86,96.6,96.52,15.16,4.13,76.11,3827.24,20.21,116.09,215.32
119.39,6.55,6.33,1037.7,Amine-Grafted Silica,900.0,1.1,8,8.3,1.69,3.78,49.97,72.93,122.64,11.14,5.18,146.63,3716.78,15.96,94.37,199.68
98.24,7.0,7.81,280.92,MEA,0.5,1.2,7,7.45,1.7,5.7,58.29,81.63,137.17,34.87,9.75,96.43,4331.45,32.03,33.64,40.16
90.55,4.07,15.52,717.35,Amine-Grafted Silica,900.0,1.1,8,5.15,0.63,4.49,10.6,98.47,112.29,14.36,7.37,62.57,3739.86,39.05,209.35,156.97
111.58,5.46,14.11,208.55,MOF-5,3500.0,0.8,9,7.4,4.11,5.4,58.83,85.22,89.63,39.79,3.56,121.27,2711.71,21.7,40.88,32.85
115.59,6.3,14.07,162.68,Zeolite 13X,600.0,1.0,8,6.14,0.69,2.02,30.25,83.92,109.58,16.21,7.67,166.46,4260.48,7.89,42.66,67.25
58.12,9.41,10.11,664.73,Zeolite 13X,600.0,1.0,8,6.52,4.33,3.34,42.97,68.98,144.69,32.52,2.65,250.17,4493.07,26.7,75.31,136.87
60.02,6.24,12.45,1554.96,Zeolite 13X,600.0,1.0,8,7.01,1.43,4.1,29.89,54.42,136.09,24.71,1.99,299.38,4167.41,39.09,335.86,205.89
34.97,9.91,5.55,1013.99,Activated Carbon,1200.0,1.5,6,6.1,3.85,3.18,11.44,79.76,96.45,24.05,1.91,22.73,815.34,38.4,33.79,253.53
89.85,1.65,10.32,1531.67,MOF-5,3500.0,0.8,9,5.09,2.78,5.08,12.82,61.29,108.07,38.42,7.31,84.86,4861.18,30.94,226.36,184.43
110.93,9.76,17.35,452.13,Amine-Grafted Silica,900.0,1.1,8,7.13,2.96,5.39,31.87,97.11,118.11,25.6,5.91,250.52,3981.07,17.83,127.52,81.31
78.07,1.85,17.88,1877.25,Activated Carbon,1200.0,1.5,6,6.59,1.56,4.68,42.28,61.24,136.08,31.61,3.85,180.17,3268.05,11.0,600.48,245.12
72.99,9.43,14.08,1389.57,Zeolite 13X,600.0,1.0,8,6.2,3.96,5.0,39.67,76.49,144.5,22.09,4.57,176.09,3090.7,10.62,275.62,212.15
52.04,8.21,9.8,1472.78,Activated Carbon,1200.0,1.5,6,6.41,3.56,5.71,16.75,63.22,146.41,34.5,7.39,74.23,1383.3,8.73,180.13,162.78
102.78,7.2,6.96,1963.34,Zeolite 13X,600.0,1.0,8,5.82,1.62,2.38,54.34,65.02,142.03,39.64,7.65,242.51,1970.21,45.24,205.49,534.13
115.15,7.31,12.2,123.95,MOF-5,3500.0,0.8,9,6.06,4.12,4.1,33.65,64.18,143.53,35.66,8.84,212.8,2042.32,38.43,19.63,19.36
35.73,4.55,13.48,1609.76,Amine-Grafted Silica,900.0,1.1,8,8.74,0.77,5.38,5.54,50.35,137.51,32.41,8.1,178.15,1158.79,12.99,401.02,150.37
63.51,8.68,12.82,1345.14,Activated Carbon,1200.0,1.5,6,6.02,3.82,4.78,25.31,70.77,137.77,24.54,5.24,257.57,1922.99,34.73,237.28,198.74
101.52,7.12,5.22,1181.09,Activated Carbon,1200.0,1.5,6,7.77,1.77,4.26,53.07,91.89,126.73,26.86,1.84,222.6,1778.14,48.27,79.87,254.17
52.88,7.58,6.72,930.37,MEA,0.5,1.2,7,8.51,1.89,5.7,31.64,84.19,126.37,16.64,5.29,48.8,3167.9,16.68,88.08,137.18
88.8,4.56,12.81,256.07,Zeolite 13X,600.0,1.0,8,7.01,3.05,5.99,38.22,51.46,143.06,30.37,9.53,240.85,4842.92,35.62,48.99,21.96
109.53,7.2,14.15,256.56,MEA,0.5,1.2,7,6.69,0.57,3.54,46.62,62.35,126.25,18.89,4.22,271.11,4178.82,37.83,68.29,45.06
39.47,2.26,6.36,969.43,Amine-Grafted Silica,900.0,1.1,8,5.25,4.36,2.41,27.3,95.22,140.31,36.27,1.85,290.89,3454.24,8.64,38.0,381.44
105.92,7.54,15.19,1497.19,MOF-5,3500.0,0.8,9,5.43,3.42,2.67,57.01,53.0,133.62,37.35,7.49,179.5,3921.02,14.1,345.39,296.09
34.82,7.54,8.12,1504.53,MEA,0.5,1.2,7,6.89,1.5,2.51,39.0,56.66,144.99,35.47,6.95,129.65,2531.24,45.27,195.22,338.28
40.64,7.19,9.31,1305.81,Zeolite 13X,600.0,1.0,8,5.07,4.77,3.77,35.95,51.44,97.84,27.19,2.36,71.14,4955.89,36.95,116.2,177.7
118.47,3.96,18.08,1967.85,MEA,0.5,1.2,7,7.17,1.9,5.68,50.96,52.09,83.64,35.32,8.38,236.55,2808.06,38.01,624.06,180.15
84.61,4.62,6.27,1165.34,MOF-5,3500.0,0.8,9,7.3,0.71,5.32,19.09,76.82,117.48,34.41,5.4,162.25,4278.63,32.02,126.99,167.96
82.32,4.89,18.45,810.35,Zeolite 13X,600.0,1.0,8,8.08,2.72,5.39,10.11,57.51,121.57,24.77,9.23,100.73,2976.08,44.86,249.84,86.3
60.8,5.58,10.33,517.53,Amine-Grafted Silica,900.0,1.1,8,8.18,1.27,3.74,54.42,53.0,126.01,16.3,5.57,68.82,2236.39,32.96,91.9,73.14
40.28,8.75,18.37,648.62,MOF-5,3500.0,0.8,9,8.03,4.87,2.75,19.02,90.28,124.45,15.36,8.16,182.26,4750.91,38.76,171.62,212.16
90.83,6.11,19.78,652.06,Activated Carbon,1200.0,1.5,6,7.09,2.69,2.36,13.33,58.34,85.41,38.16,4.49,118.59,4523.48,6.16,218.42,160.51
63.9,2.36,18.95,1963.75,MOF-5,3500.0,0.8,9,7.41,2.95,2.26,7.4,64.89,81.11,35.7,3.82,73.46,1086.46,12.26,615.83,561.36
72.63,3.16,16.05,489.18,MOF-5,3500.0,0.8,9,8.63,1.73,4.79,24.48,90.84,127.83,26.45,3.1,67.59,2491.08,21.8,137.3,92.58
73.25,3.65,11.15,948.77,Amine-Grafted Silica,900.0,1.1,8,8.63,3.96,3.6,14.73,96.02,144.05,23.18,9.51,48.48,2837.44,23.32,133.7,252.36
96.92,2.76,5.32,937.59,MEA,0.5,1.2,7,8.02,0.87,2.14,33.06,88.39,108.98,10.01,2.7,101.5,4801.79,47.72,81.78,385.46
108.46,5.9,14.47,1937.85,Activated Carbon,1200.0,1.5,6,8.26,3.05,4.06,15.41,82.81,128.3,28.62,2.4,155.55,670.64,16.23,433.75,394.28
86.09,7.33,6.6,1484.01,Zeolite 13X,600.0,1.0,8,6.31,1.09,5.16,59.39,75.68,124.84,39.54,1.49,221.78,2131.55,29.83,160.27,217.23
105.1,2.03,14.37,994.57,Amine-Grafted Silica,900.0,1.1,8,7.36,3.4,5.43,41.42,75.65,116.43,32.92,1.34,52.8,1125.49,37.97,213.84,138.31
118.11,1.47,11.7,1799.06,Activated Carbon,1200.0,1.5,6,6.8,4.21,3.35,14.09,91.86,109.9,20.34,6.52,266.83,3412.24,5.9,264.11,491.85
78.25,6.7,15.06,1101.46,Zeolite 13X,600.0,1.0,8,8.17,0.56,2.11,24.82,88.7,83.7,22.26,8.89,137.2,658.7,45.26,313.03,460.85
82.25,7.69,11.7,1290.45,Zeolite 13X,600.0,1.0,8,7.66,0.87,5.39,37.01,64.61,83.07,27.52,5.81,185.44,887.99,8.75,273.92,154.4
89.14,6.42,11.95,1996.66,Amine-Grafted Silica,900.0,1.1,8,6.34,3.23,2.83,20.23,78.14,98.32,39.77,7.12,75.04,1784.01,6.98,341.25,549.36
108.2,8.07,6.4,594.64,Activated Carbon,1200.0,1.5,6,5.23,0.55,4.98,47.6,74.42,107.1,21.03,9.09,30.71,4491.51,34.81,68.18,88.68
90.97,2.3,16.23,1984.4,Amine-Grafted Silica,900.0,1.1,8,6.71,3.79,3.42,34.15,58.44,125.4,29.26,9.74,277.06,3441.83,12.46,483.84,338.1
101.97,8.92,11.66,166.77,Amine-Grafted Silica,900.0,1.1,8,6.85,1.48,4.18,58.44,96.72,109.38,34.5,9.18,48.25,4382.42,25.68,33.28,38.5
100.05,3.94,5.8,823.89,Zeolite 13X,600.0,1.0,8,5.68,0.74,2.48,14.04,98.63,124.58,11.66,6.08,226.67,1811.25,38.1,81.71,326.35
48.89,5.21,19.58,343.0,MOF-5,3500.0,0.8,9,7.74,4.89,4.03,25.95,57.79,123.34,17.45,8.0,264.55,3041.67,15.76,98.76,49.06
61.62,6.24,19.67,441.95,MOF-5,3500.0,0.8,9,5.44,1.42,3.82,9.77,81.32,129.26,11.28,5.54,159.61,1890.1,35.48,158.09,93.84
106.18,7.02,16.56,1136.03,MOF-5,3500.0,0.8,9,5.29,2.1,4.51,19.91,86.38,83.92,39.88,9.62,113.16,1834.21,17.3,321.97,217.1
56.95,2.69,13.79,1883.33,Zeolite 13X,600.0,1.0,8,8.56,3.04,2.21,44.79,71.21,139.07,38.29,8.57,51.29,3521.17,24.06,396.82,604.11
86.95,3.97,11.53,1576.1,Activated Carbon,1200.0,1.5,6,6.3,3.97,5.91,41.96,94.28,111.03,31.05,5.13,72.15,557.79,37.45,233.54,251.0
38.48,2.31,8.1,166.5,MOF-5,3500.0,0.8,9,8.83,4.62,4.33,40.18,63.29,107.11,20.82,1.67,283.01,2444.59,21.25,11.36,24.28
105.39,7.93,5.86,1407.65,Zeolite 13X,600.0,1.0,8,6.49,2.38,2.86,18.49,64.54,148.51,36.14,8.07,28.32,4507.76,14.17,96.01,316.55
39.13,9.74,5.87,1841.7,MEA,0.5,1.2,7,8.43,1.65,4.64,55.79,91.06,98.12,20.29,6.96,41.89,1065.04,23.32,152.33,360.66
76.11,7.3,11.47,620.7,Zeolite 13X,600.0,1.0,8,6.09,0.54,2.48,26.19,58.76,91.81,33.47,4.04,97.89,1219.29,21.23,132.97,146.48
67.0,2.52,12.78,1108.02,Activated Carbon,1200.0,1.5,6,8.64,2.9,5.78,43.87,51.97,102.54,39.04,7.5,238.11,2312.79,35.7,214.57,99.45
70.62,6.73,6.25,1748.04,Zeolite 13X,600.0,1.0,8,8.59,4.2,4.66,37.54,67.63,124.06,14.82,7.62,102.81,3400.46,7.57,70.24,253.15
94.09,3.19,7.65,1344.08,MOF-5,3500.0,0.8,9,7.83,1.32,5.3,12.07,75.26,87.37,20.67,3.85,79.17,603.32,29.34,166.76,190.5
91.33,3.08,11.08,1824.7,Zeolite 13X,600.0,1.0,8,7.78,2.46,2.74,55.24,83.52,93.59,30.52,7.77,62.63,3820.12,36.4,308.29,554.18
62.73,2.12,11.57,276.07,Activated Carbon,1200.0,1.5,6,6.63,1.0,3.56,13.36,76.26,94.69,15.29,2.53,181.38,1635.51,35.77,57.19,58.97
58.88,5.42,16.21,1592.87,Activated Carbon,1200.0,1.5,6,8.5,1.61,4.83,30.29,71.51,95.91,12.74,5.82,210.24,3540.2,23.11,455.82,235.34
50.08,9.96,11.87,712.69,MEA,0.5,1.2,7,6.21,0.57,5.67,22.9,85.76,112.79,16.8,5.06,241.7,4273.0,30.13,157.85,107.61
93.7,2.93,12.19,643.81,MEA,0.5,1.2,7,9.0,1.11,4.59,57.15,87.75,119.45,20.24,4.78,121.57,2824.5,24.67,139.81,122.81
66.0,8.77,18.62,306.43,MEA,0.5,1.2,7,7.13,3.32,5.05,38.26,91.11,149.01,32.35,9.29,147.07,2704.16,28.36,91.89,55.18
31.34,9.76,13.41,1289.81,MEA,0.5,1.2,7,7.21,3.2,2.6,18.6,70.94,82.08,37.79,6.96,220.27,4816.26,12.98,258.11,350.57
64.68,8.78,7.65,1279.35,Zeolite 13X,600.0,1.0,8,8.03,4.62,4.91,47.56,59.81,144.23,12.11,3.57,121.45,2634.91,6.6,75.98,155.52
83.34,6.11,5.76,892.35,MOF-5,3500.0,0.8,9,5.19,3.43,2.61,41.67,72.06,87.52,14.94,7.84,183.29,4483.82,19.54,40.75,245.43
62.34,1.76,17.32,1461.64,Zeolite 13X,600.0,1.0,8,8.85,3.42,4.22,17.43,76.22,145.45,28.79,7.1,132.16,2404.6,39.86,398.21,263.37
73.31,5.37,10.27,879.16,Zeolite 13X,600.0,1.0,8,8.62,2.88,5.78,6.74,98.76,96.22,26.26,6.54,277.37,2840.0,22.78,127.34,149.96
75.53,1.29,5.64,752.38,Amine-Grafted Silica,900.0,1.1,8,8.96,0.69,3.54,58.5,87.15,111.32,25.38,2.73,52.95,838.99,32.93,73.0,184.7
33.24,7.75,10.67,922.0,Zeolite 13X,600.0,1.0,8,8.62,1.69,4.17,9.49,52.22,140.09,10.92,6.11,149.59,1667.46,11.77,162.28,115.18
84.32,7.83,13.33,1343.19,MEA,0.5,1.2,7,7.45,1.13,4.59,21.05,96.54,86.69,20.09,5.11,92.92,4281.16,49.07,321.18,281.89
40.82,9.54,13.12,494.99,MOF-5,3500.0,0.8,9,7.66,1.33,4.3,42.56,81.48,119.88,36.35,7.98,38.71,4908.73,19.14,114.38,93.58
91.86,6.45,11.68,962.82,Activated Carbon,1200.0,1.5,6,5.41,3.22,5.52,54.33,77.62,110.73,29.75,5.95,242.42,2413.07,36.85,159.65,135.14
86.37,9.02,7.08,1091.03,Zeolite 13X,600.0,1.0,8,5.91,2.15,5.41,51.24,95.27,138.26,33.5,5.63,52.53,1790.53,29.12,105.42,191.78
73.9,2.68,12.42,1237.52,Amine-Grafted Silica,900.0,1.1,8,5.81,0.68,5.96,51.67,84.66,83.15,32.61,9.72,155.28,1015.2,29.97,284.76,175.49
37.66,1.79,18.91,568.39,MOF-5,3500.0,0.8,9,7.81,0.96,4.11,35.95,66.85,105.82,18.73,4.12,103.67,2449.92,34.13,199.97,92.23
95.95,6.81,18.48,816.64,Amine-Grafted Silica,900.0,1.1,8,6.31,4.85,3.56,32.02,64.1,98.18,33.26,3.4,231.76,1020.2,39.66,218.16,146.63
73.99,5.43,10.06,1993.39,Activated Carbon,1200.0,1.5,6,7.85,4.34,3.54,35.77,86.77,110.2,33.42,0.55,257.39,4964.32,13.51,223.48,487.23
65.07,3.29,15.92,1145.17,Activated Carbon,1200.0,1.5,6,6.98,3.01,5.34,51.1,56.42,122.47,12.89,3.82,84.2,2452.15,35.59,289.77,120.77
44.96,3.66,17.14,1661.8,MEA,0.5,1.2,7,6.68,4.33,5.98,47.89,64.34,137.27,29.94,1.38,170.4,1768.33,31.07,417.24,178.5
116.88,9.29,11.83,1840.68,MOF-5,3500.0,0.8,9,7.24,3.25,5.89,24.39,94.79,143.9,10.64,7.54,219.46,1562.78,25.49,309.54,295.73
107.54,7.18,11.47,819.48,Amine-Grafted Silica,900.0,1.1,8,5.19,3.22,2.97,23.57,65.11,123.24,18.98,6.54,237.26,1878.77,41.83,132.51,179.05
118.49,3.93,12.66,887.2,MOF-5,3500.0,0.8,9,6.2,2.98,4.55,29.1,94.24,110.72,17.57,7.95,222.35,1862.4,24.34,168.33,183.35
75.41,4.26,7.01,655.77,Activated Carbon,1200.0,1.5,6,8.75,2.75,5.69,40.38,85.81,101.16,27.36,6.21,239.33,3993.58,17.98,54.75,98.72
117.45,2.63,19.26,512.37,MOF-5,3500.0,0.8,9,6.34,3.02,2.45,27.25,95.88,97.19,12.71,5.14,153.24,1382.77,33.82,163.09,199.7
72.39,3.54,9.93,1074.4,MOF-5,3500.0,0.8,9,8.13,4.86,4.02,29.41,54.96,111.67,34.84,3.7,29.15,3921.23,15.26,106.77,146.52
116.22,1.85,5.55,106.81,Amine-Grafted Silica,900.0,1.1,8,5.09,4.38,4.86,36.61,88.66,97.15,30.16,9.04,60.29,1170.19,13.45,2.45,19.45
39.26,3.18,18.67,1675.83,Amine-Grafted Silica,900.0,1.1,8,8.22,3.4,3.48,45.14,59.42,114.67,37.77,1.93,80.48,2741.9,29.3,501.56,285.32
102.39,4.74,15.14,1367.26,Zeolite 13X,600.0,1.0,8,8.07,4.49,2.03,11.82,85.08,115.56,10.86,2.4,194.66,2252.94,25.51,285.4,570.23
45.19,9.98,7.93,1935.76,MEA,0.5,1.2,7,7.49,4.47,3.46,36.75,62.08,138.17,22.76,6.06,139.16,3115.08,10.38,131.28,346.32
94.51,8.47,19.87,1172.7,Zeolite 13X,600.0,1.0,8,7.14,2.06,2.27,57.87,60.61,143.44,29.47,7.5,100.54,4309.86,37.83,409.36,311.74
69.07,5.3,11.16,1538.85,MEA,0.5,1.2,7,7.3,2.89,5.35,13.56,71.65,142.37,32.06,3.64,154.08,976.83,18.6,249.44,205.71
113.5,3.88,15.51,1651.27,MOF-5,3500.0,0.8,9,6.34,2.91,4.3,26.29,74.33,81.12,26.36,8.84,155.16,4263.02,46.85,407.8,284.78
72.27,2.34,16.75,142.86,Activated Carbon,1200.0,1.5,6,7.26,3.99,3.16,29.05,54.45,80.54,36.99,8.49,208.64,4055.25,28.31,35.73,24.54
78.27,9.23,18.56,713.81,MEA,0.5,1.2,7,7.2,4.07,4.2,30.05,87.43,137.16,13.26,7.93,169.01,4273.71,12.01,202.72,148.24
58.84,9.39,6.54,1945.68,MOF-5,3500.0,0.8,9,6.04,3.71,3.88,8.01,93.91,100.73,23.61,7.44,265.12,4762.9,30.41,107.92,469.71
62.48,2.21,16.04,463.65,Zeolite 13X,600.0,1.0,8,7.81,4.51,4.38,23.39,93.14,127.82,18.68,1.45,203.64,3098.77,37.83,104.78,98.37
44.29,5.81,13.01,1507.84,Activated Carbon,1200.0,1.5,6,6.42,1.64,2.07,11.72,79.72,139.87,17.0,0.92,59.06,915.19,28.2,336.03,577.91
102.77,3.36,6.76,928.04,Zeolite 13X,600.0,1.0,8,8.16,4.76,3.33,25.45,92.64,111.14,28.59,7.64,49.4,2203.38,40.17,36.38,257.41
48.1,4.8,8.51,1288.18,Amine-Grafted Silica,900.0,1.1,8,7.95,3.45,5.26,59.83,62.38,118.05,34.49,6.95,190.58,3160.18,36.7,127.76,152.48
50.8,7.2,7.0,1964.42,MEA,0.5,1.2,7,5.71,2.91,5.59,13.91,68.5,143.96,26.43,3.26,164.57,848.75,33.5,157.48,240.29
